"Species","Date","Sex","Wing","Culmen","Mass","lat","lon","kilometers_shore","shr_bin"
"HAAM","25-Feb-20","M",66,15.4,NA,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",65,15.3,11.9,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",64,13.7,12.8,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",67,15.3,12,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",63,15.6,12.3,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"APAP","25-Feb-20","M",73,17.8,15,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",61,15.9,NA,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",64,14,11.7,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",62,16,11.6,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",63,15.5,NA,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",62,14.2,12,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",63,15.4,11.8,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",65,15.1,NA,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",63,15,12.4,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","F",61,13.6,11.3,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",66,14.9,NA,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",65,14.7,12.2,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",63,14.1,12.8,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",63,15.1,NA,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",65,14.1,12.5,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",62,13.4,NA,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",63,14.5,NA,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",63,14.2,NA,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",65,14.7,12,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",65,16.3,NA,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","F",63,13.7,NA,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",59,13.9,NA,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","25-Feb-20","M",64,13.8,11.7,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","26-Feb-20","M",67,16.1,NA,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","26-Feb-20","M",65,14,NA,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","26-Feb-20","M",64,14.1,13,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","26-Feb-20","F",63,13.4,12.3,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"IIWI","25-Feb-20","M",77,28.2,19.4,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"IIWI","25-Feb-20","M",77,28.3,NA,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"IIWI","26-Feb-20","M",81,29.1,NA,19.7381539085102,-155.875233994209,0.846847050455735,"near"
"HAAM","7-Jul-20","M",63,14,NA,19.7836258314908,-155.836421102551,3.3128221492786,"middle"
"HAAM","8-Jul-20","M",63,14.4,NA,19.7836258314908,-155.836421102551,3.3128221492786,"middle"
"HAAM","8-Jul-20","M",62,15.5,NA,19.7836258314908,-155.836421102551,3.3128221492786,"middle"
"HAAM","9-Jul-20","M",62,13.8,12.7,19.7836258314908,-155.836421102551,3.3128221492786,"middle"
"IIWI","5-Nov-19","M",74,24,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"IIWI","7-Nov-19","F",76,25,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"IIWI","7-Nov-19","M",80,27.2,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAEL","5-Nov-19","F",66,11.1,12.9,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAAM","6-Nov-19","M",64,14.6,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAAM","5-Nov-19","M",65,14.5,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"APAP","5-Nov-19","M",74,17.5,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAAM","5-Nov-19","M",64,13.8,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAAM","5-Nov-19","M",64,14.6,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAAM","5-Nov-19","F",66,13.7,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAEL","5-Nov-19","M",75,13.2,14.5,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAEL","5-Nov-19","F",70,13.9,13,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAEL","5-Nov-19","M",73,12.9,16,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAAM","6-Nov-19","M",64,14,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAAM","6-Nov-19","M",NA,15.1,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAAM","6-Nov-19","M",64,14.2,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"APAP","6-Nov-19","M",76,18.6,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"APAP","6-Nov-19","M",75,18.3,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAAM","6-Nov-19","M",67,14.2,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAAM","6-Nov-19","M",65,17.2,12.5,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAAM","6-Nov-19","M",65,15.7,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"APAP","6-Nov-19","M",75,18.1,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"APAP","6-Nov-19","M",76,18.7,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"APAP","6-Nov-19","M",76,19,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAAM","6-Nov-19","M",66,15.3,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"APAP","6-Nov-19","M",75,17.2,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"APAP","6-Nov-19","F",67,17.3,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"APAP","6-Nov-19","M",74,17.8,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAAM","6-Nov-19","M",66,14.8,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"APAP","6-Nov-19","M",74,18,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAEL","7-Nov-19","M",77,14.2,14,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAAM","7-Nov-19","M",65,14.5,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAAM","7-Nov-19","M",64,15.4,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAAM","7-Nov-19","M",65,14.1,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAAM","7-Nov-19","M",66,14.9,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAAM","7-Nov-19","M",74,17.9,NA,19.2521925880912,-155.818108193335,5.51351894790164,"middle"
"HAAM","17-Mar-20","M",64,15.4,NA,19.0975798352678,-155.808203344561,0.198912126630325,"near"
"HAAM","18-Mar-20","F",60,12.7,10.9,19.0975798352678,-155.808203344561,0.198912126630325,"near"
"HAAM","19-Mar-20","M",65,14.1,NA,19.0975798352678,-155.808203344561,0.198912126630325,"near"
"HAAM","19-Mar-20","F",61,14.5,14,19.0975798352678,-155.808203344561,0.198912126630325,"near"
"HAAM","23-Jun-20","F",59,13.8,12.2,19.0975798352678,-155.808203344561,0.198912126630325,"near"
"HAAM","26-Jun-19","M",62,13.5,11.5,19.0975798352678,-155.808203344561,0.198912126630325,"near"
"HAAM","26-Mar-19","M",65,15.1,13.8,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"HAAM","9-Jun-20","M",64,13.9,13.8,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"HAAM","26-Mar-19","M",63,14.7,12.2,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"APAP","26-Mar-19","M",73,18.7,13.9,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"APAP","26-Mar-19","M",77,18.4,15.1,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"APAP","26-Mar-19","F",71,17.7,15.2,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"HAAM","26-Mar-19","M",64,15.4,12.4,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"HAAM","9-Jun-20","M",64,15.1,12.4,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"HAAM","26-Mar-19","M",62,13.7,NA,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"APAP","26-Mar-19","M",76,17.4,15,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"HAAM","26-Mar-19","M",65,15.5,13.9,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"HAAM","26-Mar-19","M",66,15.4,12.3,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"HAAM","27-Mar-19","M",66,15.4,12.3,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"APAP","27-Mar-19","M",74,18.6,14.7,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"HAAM","27-Mar-19","M",65,14.3,13,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"HAAM","27-Mar-19","F",63,12.9,13.4,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"APAP","27-Mar-19","M",70,18.1,14.8,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"HAAM","27-Mar-19","M",67,15.5,NA,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"HAAM","27-Mar-19","F",65,14.3,13,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"HAAM","27-Mar-19","M",63,13.7,12.9,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"HAAM","27-Mar-19","M",64,13.4,NA,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"APAP","9-Jun-20","M",76,18.2,NA,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"APAP","9-Jun-20","F",66,15,NA,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"HAEL","9-Jun-20","M",74,12.6,17,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"HAAM","9-Jun-20","F",60,12.2,12,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"APAP","9-Jun-20","M",76,16.6,NA,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"HAEL","9-Jun-20","F",79,12.9,14.6,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"HAAM","11-Jun-20","M",66,14.4,NA,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"IIWI","10-Jun-20","F",74,25.5,14.2,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"IIWI","10-Jun-20","F",72,26.1,17.8,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"IIWI","26-Mar-19","M",78,28.8,18,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"APAP","26-Mar-19","M",78,17.1,14.6,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"APAP","27-Mar-19","F",65,17.4,13.5,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"APAP","27-Mar-19","M",72,17.6,14.1,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"APAP","27-Mar-19","F",65,17.8,12.9,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"APAP","27-Mar-19","M",76,17.8,14,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"APAP","27-Mar-19","M",76,17.7,14.9,19.3830200916576,-155.805235068503,2.41463975977358,"near"
"APAP","12-Feb-20","M",71,17.1,16,20.0932749246673,-155.728243635468,0.245430196542973,"near"
"HAAM","12-Feb-20","M",68,15.3,15,20.0932749246673,-155.728243635468,0.245430196542973,"near"
"HAAM","12-Feb-20","M",65,15.4,NA,20.0932749246673,-155.728243635468,0.245430196542973,"near"
"HAEL","12-Feb-20","F",68,11.7,13,20.0932749246673,-155.728243635468,0.245430196542973,"near"
"HAEL","12-Feb-20","M",72,13.4,15.5,20.0932749246673,-155.728243635468,0.245430196542973,"near"
"HAAM","12-Feb-20","F",63,14,14.5,20.0932749246673,-155.728243635468,0.245430196542973,"near"
"HAAM","12-Feb-20","M",62,15.9,13.7,20.0932749246673,-155.728243635468,0.245430196542973,"near"
"HAAM","12-Feb-20","M",62,15.9,14.5,20.0932749246673,-155.728243635468,0.245430196542973,"near"
"HAAM","12-Feb-20","M",67,12.2,14,20.0932749246673,-155.728243635468,0.245430196542973,"near"
"HAEL","12-Feb-20","F",67,12.2,13,20.0932749246673,-155.728243635468,0.245430196542973,"near"
"HAAM","12-Feb-20","F",63,13.5,NA,20.0932749246673,-155.728243635468,0.245430196542973,"near"
"HAEL","12-Feb-20","M",74,15,17,20.0932749246673,-155.728243635468,0.245430196542973,"near"
"HAAM","12-Feb-20","M",65,15.5,14.5,20.0932749246673,-155.728243635468,0.245430196542973,"near"
"HAAM","13-Feb-20","M",64,15.6,14.5,20.0932749246673,-155.728243635468,0.245430196542973,"near"
"HAAM","13-Feb-20","M",69,16.1,16.5,20.0932749246673,-155.728243635468,0.245430196542973,"near"
"HAAM","6-May-20","M",69,15,NA,19.0709034862995,-155.635501519084,2.94978733101767,"middle"
"HAAM","7-May-20","M",65,16.1,NA,19.0709034862995,-155.635501519084,2.94978733101767,"middle"
"HAAM","7-May-20","M",65,14,14,19.0709034862995,-155.635501519084,2.94978733101767,"middle"
"HAAM","7-May-20","M",66,15,13.6,19.0709034862995,-155.635501519084,2.94978733101767,"middle"
"HAAM","8-May-20","M",67,15.3,13.6,19.0709034862995,-155.635501519084,2.94978733101767,"middle"
"HAAM","27-May-20","F",62,13.2,14,19.0709034862995,-155.635501519084,2.94978733101767,"middle"
"HAAM","28-May-20","M",62,14.5,12.9,19.0709034862995,-155.635501519084,2.94978733101767,"middle"
"HAAM","28-May-20","M",66,14.5,13.8,19.0709034862995,-155.635501519084,2.94978733101767,"middle"
"OMAO","9/18/2012","M",103,13.9,46.4,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/11/2012","M",74,16,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"HAAM","9/11/2012","M",66,13.8,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/11/2012","F",69,15.7,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"HAAM","9/11/2012","M",64,13.3,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/11/2012","M",72,16.2,13.7,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/11/2012","F",72,15.6,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/11/2012","F",69,14.5,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/11/2012","M",69,14,13.2,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/11/2012","F",69,14.6,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/11/2012","M",69,15.7,12.4,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/11/2012","F",70,15.3,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"HAAM","9/12/2012","M",65,15.3,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/12/2012","F",72,14.1,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"HAAM","9/12/2012","M",64,13.3,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"HAAM","9/12/2012","F",65,12.5,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/12/2012","F",71,15.4,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"HAAM","9/12/2012","M",66,14,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"HAAM","9/12/2012","M",64,12.5,12.8,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"HAAM","9/12/2012","M",66,13.7,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/12/2012","F",67,15.4,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/13/2012","M",75,15.7,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/13/2012","F",72,15.6,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"HAAM","9/13/2012","M",64,14.5,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/13/2012","M",72,15.8,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/13/2012","F",68,15,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/16/2012","F",73,15.9,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"HAAM","9/16/2012","F",62,12.3,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"HAAM","9/16/2012","M",64,14,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/16/2012","F",70,15.2,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/16/2012","M",78,15.6,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"HAAM","9/16/2012","M",66,13.4,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"HAAM","9/16/2012","M",65,13.3,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/16/2012","F",70,16.1,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"HAAM","9/16/2012","M",66,14.1,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"HAAM","9/16/2012","F",63,12.1,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"HAAM","9/17/2012","F",63,12.5,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"HAAM","9/17/2012","F",64,11.3,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/17/2012","F",70,15.8,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/17/2012","M",76,16.1,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/17/2012","F",71,15.8,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/17/2012","M",73,17.4,16.7,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"HAAM","9/17/2012","M",65,13.2,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
"APAP","9/18/2012","F",71,14.9,NA,19.2477405499831,-155.606311991234,0.267216497951975,"near"
